	date	message_from_name	email_mentioned_person	email_from_party
9885	2015-06-25	Liberal Party of Canada	Mike	Liberal Party
9886	2015-06-25	Justin Trudeau	Mike	Liberal Party
9887	2015-06-25	Justin Trudeau	Mike	Liberal Party
9888	2015-06-25	Justin Trudeau	Justin Trudeau	Liberal Party
9889	2015-06-26	Jeremy Broadhurst	Mike	Liberal Party
9890	2015-06-26	Jeremy Broadhurst	Harper	Liberal Party
9891	2015-06-26	Jeremy Broadhurst	Harper	Liberal Party
9892	2015-06-26	Jeremy Broadhurst	Justin Trudeau	Liberal Party
9893	2015-06-26	Jeremy Broadhurst	Mike	Liberal Party
9894	2015-06-26	Jeremy Broadhurst	Justin Trudeau	Liberal Party
9895	2015-06-26	Jeremy Broadhurst	Harper	Liberal Party
9896	2015-06-26	Jeremy Broadhurst	Harper	Liberal Party
9897	2015-06-26	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
9898	2015-06-27	Christina Topp	Mike	Liberal Party
9899	2015-06-27	Christina Topp	Mike	Liberal Party
9900	2015-06-27	Christina Topp	Mike	Liberal Party
9901	2015-06-27	Christina Topp	Christina Topp	Liberal Party
9902	2015-06-28	Justin Trudeau	Mike	Liberal Party
9903	2015-06-28	Justin Trudeau	Hadrien	Liberal Party
9904	2015-06-28	Justin Trudeau	Stephen Harper	Liberal Party
9905	2015-06-28	Justin Trudeau	Mike	Liberal Party
9906	2015-06-28	Justin Trudeau	Mike	Liberal Party
9907	2015-06-28	Justin Trudeau	Justin Trudeau	Liberal Party
9908	2015-06-29	Sean Wiltshire	Mike	Liberal Party
9909	2015-06-29	Sean Wiltshire	Justin Trudeau	Liberal Party
9910	2015-06-29	Sean Wiltshire	Sean Wiltshire	Liberal Party
9911	2015-06-29	LPC Breaking News	Harper	Liberal Party
9912	2015-06-29	LPC Breaking News	Justin Trudeau	Liberal Party
9913	2015-06-29	Christina Topp	Mike	Liberal Party
9914	2015-06-29	Christina Topp	Mike	Liberal Party
9915	2015-06-29	Christina Topp	Mike	Liberal Party
9916	2015-06-29	Christina Topp	Justin Trudeau	Liberal Party
9917	2015-06-29	Christina Topp	Mike	Liberal Party
9918	2015-06-29	Christina Topp	Christina Topp	Liberal Party
9919	2015-06-30	Justin Trudeau	Stephen Harper	Liberal Party
9920	2015-06-30	Justin Trudeau	Mike	Liberal Party
9921	2015-06-30	Justin Trudeau	Harper	Liberal Party
9922	2015-06-30	Justin Trudeau	Mike	Liberal Party
9923	2015-06-30	Justin Trudeau	Harper	Liberal Party
9924	2015-06-30	Justin Trudeau	Mike	Liberal Party
9925	2015-06-30	Justin Trudeau	Justin Trudeau	Liberal Party
9926	2015-06-30	LPC Alert	Harper	Liberal Party
9927	2015-06-30	LPC Alert	Mike	Liberal Party
9928	2015-06-30	Jeremy Broadhurst	Mike Smit	Liberal Party
9929	2015-06-30	Jeremy Broadhurst	Mike	Liberal Party
9930	2015-06-30	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
9931	2015-06-30	Jeremy Broadhurst	JB - JB - June	Liberal Party
9932	2015-07-07	Justin Trudeau	Harper	Liberal Party
9933	2015-07-07	Justin Trudeau	Mike	Liberal Party
9934	2015-07-07	Justin Trudeau	Harper	Liberal Party
9935	2015-07-07	Justin Trudeau	Justin Trudeau	Liberal Party
9936	2015-07-22	Justin Trudeau	Stephen Harper	Liberal Party
9937	2015-07-22	Justin Trudeau	Mike	Liberal Party
9938	2015-07-23	Katie Telford	Justin Trudeau	Liberal Party
9939	2015-07-23	Katie Telford	Stephen Harper	Liberal Party
9940	2015-07-23	Katie Telford	Thomas Mulcair	Liberal Party
9941	2015-07-23	Katie Telford	Katie Telford	Liberal Party
9942	2015-07-23	Katie Telford	&rarr	Liberal Party
9943	2015-08-01	Christina Topp	Mike	Liberal Party
9944	2015-08-01	Christina Topp	Mike	Liberal Party
9945	2015-08-01	Christina Topp	Justin Trudeau	Liberal Party
9946	2015-08-01	Christina Topp	Justin Trudeau	Liberal Party
9947	2015-08-01	Christina Topp	Christina Topp	Liberal Party
9948	2015-08-01	Justin Trudeau	Mike	Liberal Party
9949	2015-08-01	Justin Trudeau	Stephen Harper	Liberal Party
9950	2015-08-01	Justin Trudeau	Stephen Harper	Liberal Party
9951	2015-08-01	Justin Trudeau	Mike	Liberal Party
9952	2015-08-01	Justin Trudeau	Justin Trudeau	Liberal Party
9953	2015-08-02	Justin Trudeau	Mike	Liberal Party
9954	2015-08-02	Justin Trudeau	Stephen Harper	Liberal Party
9955	2015-08-02	Justin Trudeau	Thomas Mulcair	Liberal Party
9956	2015-08-02	Katie Telford	Stephen Harper	Liberal Party
9957	2015-08-02	Katie Telford	Justin Trudeau	Liberal Party
9958	2015-08-02	Katie Telford	Mike	Liberal Party
9959	2015-08-02	Katie Telford	Justin Trudeau's	Liberal Party
9960	2015-08-02	Katie Telford	Mike	Liberal Party
9961	2015-08-02	Katie Telford	Katie Telford	Liberal Party
9962	2015-08-06	Justin Trudeau	Mike	Liberal Party
9963	2015-08-06	Justin Trudeau	Stephen Harper	Liberal Party
9964	2015-08-06	Justin Trudeau	Tom Mulcair	Liberal Party
9965	2015-08-06	Justin Trudeau	Stephen Harper	Liberal Party
9966	2015-08-06	Justin Trudeau	Tom Mulcair	Liberal Party
9967	2015-08-06	Liberal Party of Canada	&rarr	Liberal Party
9968	2015-08-06	Jeremy Broadhurst	Mike	Liberal Party
9969	2015-08-06	Jeremy Broadhurst	Maclean	Liberal Party
9970	2015-08-06	Jeremy Broadhurst	Justin Trudeau	Liberal Party
9971	2015-08-06	Jeremy Broadhurst	Chip	Liberal Party
9972	2015-08-06	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
9973	2015-08-06	Jeremy Broadhurst	Justin Trudeau	Liberal Party
9974	2015-08-06	Jeremy Broadhurst	Mulcair	Liberal Party
9975	2015-08-06	Jeremy Broadhurst	Justin Trudeau	Liberal Party
9976	2015-08-06	Jeremy Broadhurst	Mike	Liberal Party
9977	2015-08-06	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
9978	2015-08-06	Katie Telford	Mike	Liberal Party
9979	2015-08-06	Katie Telford	Justin Trudeau	Liberal Party
9980	2015-08-06	Katie Telford	Stephen Harper	Liberal Party
9981	2015-08-06	Katie Telford	Justin Trudeau	Liberal Party
9982	2015-08-06	Katie Telford	Mike	Liberal Party
9983	2015-08-06	Katie Telford	Katie Telford	Liberal Party
9984	2015-08-07	LPC Breaking News	Mike	Liberal Party
9985	2015-08-07	LPC Breaking News	Trudeau	Liberal Party
9986	2015-08-07	LPC Breaking News	Justin Trudeau	Liberal Party
9987	2015-08-07	LPC Breaking News	Stephen Harper	Liberal Party
9988	2015-08-07	LPC Breaking News	Michael Harris	Liberal Party
9989	2015-08-07	LPC Breaking News	Trudeau	Liberal Party
9990	2015-08-07	LPC Breaking News	Trudeau	Liberal Party
9991	2015-08-07	LPC Breaking News	Craig Oliver	Liberal Party
9992	2015-08-08	Stephen Bronfman	Justin Trudeau	Liberal Party
9993	2015-08-08	Stephen Bronfman	Stephen Harper	Liberal Party
9994	2015-08-08	Stephen Bronfman	Stephen Bronfman	Liberal Party
9995	2015-08-08	Gerald Butts	Mike	Liberal Party
9996	2015-08-08	Gerald Butts	Justin Trudeau	Liberal Party
9997	2015-08-08	Gerald Butts	Justin Trudeau	Liberal Party
9998	2015-08-08	Gerald Butts	Stephen Harper's	Liberal Party
9999	2015-08-08	Gerald Butts	Justin Trudeau	Liberal Party
10000	2015-08-08	Gerald Butts	Gerald Butts	Liberal Party
10001	2015-08-08	Gerald Butts	Justin Trudeau	Liberal Party
10002	2015-08-09	Justin Trudeau	Mike	Liberal Party
10003	2015-08-09	Stephen Bronfman	Mike	Liberal Party
10004	2015-08-09	Stephen Bronfman	Justin Trudeau	Liberal Party
10005	2015-08-09	Stephen Bronfman	Justin Trudeau	Liberal Party
10006	2015-08-09	Stephen Bronfman	Stephen Bronfman	Liberal Party
10007	2015-08-09	Ralph Goodale	Mike	Liberal Party
10008	2015-08-09	Ralph Goodale	Justin Trudeau	Liberal Party
10009	2015-08-09	Ralph Goodale	Thomas Mulcair	Liberal Party
10010	2015-08-09	Ralph Goodale	Stephen Harper	Liberal Party
10011	2015-08-09	Ralph Goodale	Justin Trudeau	Liberal Party
10012	2015-08-09	Ralph Goodale	Ralph Goodale	Liberal Party
10013	2015-08-09	Anna Gainey	Anna Gainey	Liberal Party
10014	2015-08-13	Justin Trudeau	Mike – Today	Liberal Party
10015	2015-08-13	Justin Trudeau	Harper	Liberal Party
10016	2015-08-18	Christina Topp	Christina Topp	Liberal Party
10017	2015-08-19	Katie Telford	Stephen Harper	Liberal Party
10018	2015-08-19	Katie Telford	Katie Telford	Liberal Party
10019	2015-08-19	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
10020	2015-08-19	Liberal Party of Canada	Justin Trudeau	Liberal Party
10021	2015-08-24	Matt Luloff, Cpl (Ret'd)	Justin Trudeau	Liberal Party
10022	2015-08-24	Matt Luloff, Cpl (Ret'd)	Justin Trudeau	Liberal Party
10023	2015-08-24	Matt Luloff, Cpl (Ret'd)	Matt Luloff	Liberal Party
10024	2015-08-25	Paul Martin	Justin Trudeau	Liberal Party
10025	2015-08-25	Paul Martin	Rhodes	Liberal Party
10026	2015-08-25	Paul Martin	Justin Trudeau	Liberal Party
10027	2015-08-25	Paul Martin	Stephen Harper	Liberal Party
10028	2015-08-25	Paul Martin	Paul Martin	Liberal Party
10029	2015-08-26	Ralph Goodale	Mike	Liberal Party
10030	2015-08-26	Ralph Goodale	Harper	Liberal Party
10031	2015-08-26	Ralph Goodale	Stephen Harper	Liberal Party
10032	2015-08-26	Ralph Goodale	Justin Trudeau	Liberal Party
10033	2015-08-26	Ralph Goodale	Ralph Goodale	Liberal Party
10034	2015-08-27	Justin Trudeau	Stephen Harper	Liberal Party
10035	2015-08-27	Justin Trudeau	Thomas Mulcair	Liberal Party
10036	2015-08-27	Justin Trudeau	Stephen Harper	Liberal Party
10037	2015-08-27	Justin Trudeau	Thomas Mulcair	Liberal Party
10038	2015-08-28	Christina Topp	Mike	Liberal Party
10039	2015-08-28	Christina Topp	Justin Trudeau	Liberal Party
10040	2015-08-28	Christina Topp	Christina Topp	Liberal Party
10041	2015-08-28	Christina Topp	MIKE	Liberal Party
10042	2015-08-29	Gerald Butts	Justin Trudeau	Liberal Party
10043	2015-08-29	Gerald Butts	Justin Trudeau	Liberal Party
10044	2015-08-29	Gerald Butts	Gerald Butts	Liberal Party
10045	2015-08-29	Gerald Butts	Justin Trudeau	Liberal Party
10046	2015-08-30	Stephen Bronfman	Justin Trudeau	Liberal Party
10047	2015-08-30	Stephen Bronfman	Harper	Liberal Party
10048	2015-08-30	Stephen Bronfman	Harper	Liberal Party
10049	2015-08-30	Stephen Bronfman	Harper	Liberal Party
10050	2015-08-30	Stephen Bronfman	Mike	Liberal Party
10051	2015-08-30	Stephen Bronfman	Stephen Harper	Liberal Party
10052	2015-08-30	Stephen Bronfman	Justin Trudeau	Liberal Party
10053	2015-08-30	Stephen Bronfman	Justin Trudeau	Liberal Party
10054	2015-08-30	Stephen Bronfman	Stephen Bronfman	Liberal Party
10055	2015-08-30	Liberal Party of Canada	Mike	Liberal Party
10056	2015-08-30	Liberal Party of Canada	Stephen Harper	Liberal Party
10057	2015-08-30	Liberal Party of Canada	Stephen Harper	Liberal Party
10058	2015-08-30	Liberal Party of Canada	Justin Trudeau	Liberal Party
10059	2015-08-30	Liberal Party of Canada	Justin Trudeau	Liberal Party
10060	2015-08-31	Justin Trudeau	Mike	Liberal Party
10061	2015-08-31	Jeremy Broadhurst	Mike	Liberal Party
10062	2015-08-31	Jeremy Broadhurst	Justin Trudeau	Liberal Party
10063	2015-08-31	Jeremy Broadhurst	Mike	Liberal Party
10064	2015-08-31	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
10065	2015-08-31	Jeremy Broadhurst	Justin Trudeau	Liberal Party
10066	2015-08-31	Anna Gainey	Mike	Liberal Party
10067	2015-08-31	Anna Gainey	Justin Trudeau	Liberal Party
10068	2015-08-31	Anna Gainey	Justin Trudeau	Liberal Party
10069	2015-08-31	Anna Gainey	Anna Gainey	Liberal Party
10070	2015-08-31	Anna Gainey	Justin Trudeau	Liberal Party
10071	2015-08-31	Anna Gainey	Anna Gainey	Liberal Party
10072	2015-08-31	Anna Gainey	Justin Trudeau	Liberal Party
10073	2015-09-01	Justin Trudeau	Mike	Liberal Party
10074	2015-09-01	Justin Trudeau	&rarr	Liberal Party
10075	2015-09-08	Jeremy Broadhurst	Mike	Liberal Party
10076	2015-09-08	Jeremy Broadhurst	&rarr	Liberal Party
10077	2015-09-08	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
10078	2015-09-11	Justin Trudeau	Pad	Liberal Party
10079	2015-09-11	Justin Trudeau	Sophie	Liberal Party
10080	2015-09-11	Justin Trudeau	Ella-Grace	Liberal Party
10081	2015-09-11	Justin Trudeau	Xavier	Liberal Party
10082	2015-09-11	Justin Trudeau	Hadrien	Liberal Party
10083	2015-09-12	Christina Topp	Paige	Liberal Party
10084	2015-09-12	Christina Topp	Justin Trudeau	Liberal Party
10085	2015-09-12	Christina Topp	Justin Trudeau	Liberal Party
10086	2015-09-12	Christina Topp	Justin Trudeau	Liberal Party
10087	2015-09-12	Christina Topp	Justin Trudeau	Liberal Party
10088	2015-09-12	Christina Topp	Christina Topp	Liberal Party
10089	2015-09-13	Justin Trudeau	Stephen Harper?	Liberal Party
10090	2015-09-13	Justin Trudeau	Jean Chrétien	Liberal Party
10091	2015-09-14	Jeremy Broadhurst	Mike	Liberal Party
10092	2015-09-14	Jeremy Broadhurst	Mary	Liberal Party
10093	2015-09-14	Jeremy Broadhurst	Eleanor	Liberal Party
10094	2015-09-14	Jeremy Broadhurst	Mary	Liberal Party
10095	2015-09-14	Jeremy Broadhurst	Eleanor	Liberal Party
10096	2015-09-14	Jeremy Broadhurst	Justin Trudeau	Liberal Party
10097	2015-09-14	Jeremy Broadhurst	Mary	Liberal Party
10098	2015-09-14	Jeremy Broadhurst	Eleanor	Liberal Party
10099	2015-09-14	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
10100	2015-09-14	Christina Topp	Mike	Liberal Party
10101	2015-09-14	Christina Topp	Justin Trudeau	Liberal Party
10102	2015-09-14	Christina Topp	Mike	Liberal Party
10103	2015-09-14	Christina Topp	Christina Topp	Liberal Party
10104	2015-09-15	Gerald Butts	Mike	Liberal Party
10105	2015-09-15	Gerald Butts	Harper	Liberal Party
10106	2015-09-15	Gerald Butts	Justin Trudeau	Liberal Party
10107	2015-09-15	Gerald Butts	Justin Trudeau	Liberal Party
10108	2015-09-15	Gerald Butts	Mike	Liberal Party
10109	2015-09-15	Gerald Butts	Gerald Butts	Liberal Party
10110	2015-09-15	Gerald Butts	Justin Trudeau	Liberal Party
10111	2015-09-15	Christina Topp	JT	Liberal Party
10112	2015-09-15	Christina Topp	Mike	Liberal Party
10113	2015-09-15	Christina Topp	Mike	Liberal Party
10114	2015-09-15	Christina Topp	Justin Trudeau	Liberal Party
10115	2015-09-15	Christina Topp	Christina Topp	Liberal Party
10116	2015-09-16	Sophie Grégoire-Trudeau	Ella-Grace	Liberal Party
10117	2015-09-16	Sophie Grégoire-Trudeau	Xavier	Liberal Party
10118	2015-09-16	Sophie Grégoire-Trudeau	Mike	Liberal Party
10119	2015-09-16	Sophie Grégoire-Trudeau	Harper	Liberal Party
10120	2015-09-16	Sophie Grégoire-Trudeau	Harper	Liberal Party
10121	2015-09-16	Sophie Grégoire-Trudeau	Justin	Liberal Party
10122	2015-09-16	Sophie Grégoire-Trudeau	Justin	Liberal Party
10123	2015-09-16	Sophie Grégoire-Trudeau	Sophie Grégoire-Trudeau	Liberal Party
10124	2015-09-16	Liberal Party of Canada	MIKE	Liberal Party
10125	2015-09-16	Liberal Party of Canada	Mike	Liberal Party
10126	2015-09-17	Justin Trudeau	Mike	Liberal Party
10127	2015-09-17	Jeremy Broadhurst	Justin Trudeau	Liberal Party
10128	2015-09-17	Jeremy Broadhurst	Stephen Harper	Liberal Party
10129	2015-09-17	Jeremy Broadhurst	Thomas Mulcair	Liberal Party
10130	2015-09-17	Jeremy Broadhurst	Justin Trudeau	Liberal Party
10131	2015-09-17	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
10132	2015-09-17	Katie Telford	Mike	Liberal Party
10133	2015-09-17	Katie Telford	Justin Trudeau	Liberal Party
10134	2015-09-17	Katie Telford	Justin Trudeau's	Liberal Party
10135	2015-09-17	Katie Telford	Justin Trudeau	Liberal Party
10136	2015-09-17	Katie Telford	Justin	Liberal Party
10137	2015-09-17	Katie Telford	Katie Telford	Liberal Party
10138	2015-09-17	Jeremy Broadhurst	Mike	Liberal Party
10139	2015-09-17	Jeremy Broadhurst	Justin Trudeau	Liberal Party
10140	2015-09-17	Jeremy Broadhurst	Harper	Liberal Party
10141	2015-09-17	Jeremy Broadhurst	Justin Trudeau	Liberal Party
10142	2015-09-17	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
10143	2015-09-17	Justin Trudeau	Mike	Liberal Party
10144	2015-09-18	Katie Telford	Mike	Liberal Party
10145	2015-09-18	Katie Telford	Justin Trudeau	Liberal Party
10146	2015-09-18	Katie Telford	Mike	Liberal Party
10147	2015-09-18	Katie Telford	Katie Telford	Liberal Party
10148	2015-09-18	LPC Breaking News	Trudeau	Liberal Party
10149	2015-09-18	LPC Breaking News	ALAN FREEMAN	Liberal Party
10150	2015-09-18	LPC Breaking News	Trudeau	Liberal Party
10151	2015-09-18	LPC Breaking News	Justin Trudeau	Liberal Party
10152	2015-09-18	LPC Breaking News	Trudeau	Liberal Party
10153	2015-09-18	LPC Breaking News	ROBERT FIFE	Liberal Party
10154	2015-09-18	LPC Breaking News	Trudeau	Liberal Party
10155	2015-09-18	LPC Breaking News	Trudeau	Liberal Party
10156	2015-09-18	LPC Breaking News	MIKE	Liberal Party
10157	2015-09-19	Justin Trudeau	Mike	Liberal Party
10158	2015-09-19	Stephen Bronfman	Mike	Liberal Party
10159	2015-09-19	Stephen Bronfman	Harper	Liberal Party
10160	2015-09-19	Stephen Bronfman	Justin Trudeau	Liberal Party
10161	2015-09-19	Stephen Bronfman	Justin Trudeau	Liberal Party
10162	2015-09-19	Stephen Bronfman	Trudeau	Liberal Party
10163	2015-09-19	Stephen Bronfman	Stephen Bronfman	Liberal Party
10164	2015-09-19	Liberal Party of Canada	MIKE SMIT	Liberal Party
10165	2015-09-19	Jean Chrétien	Mike	Liberal Party
10166	2015-09-19	Jean Chrétien	Justin Trudeau	Liberal Party
10167	2015-09-19	Jean Chrétien	Harper	Liberal Party
10168	2015-09-19	Jean Chrétien	Mulcair	Liberal Party
10169	2015-09-19	Jean Chrétien	Justin Trudeau	Liberal Party
10170	2015-09-19	Jean Chrétien	Justin Trudeau	Liberal Party
10171	2015-09-19	Jean Chrétien	Justin Trudeau	Liberal Party
10172	2015-09-19	Jean Chrétien	Justin Trudeau	Liberal Party
10173	2015-09-19	Jean Chrétien	Jean Chrétien	Liberal Party
10174	2015-09-21	Anna Gainey	Mike	Liberal Party
10175	2015-09-21	Anna Gainey	Justin Trudeau	Liberal Party
10176	2015-09-21	Anna Gainey	Anna Gainey	Liberal Party
10177	2015-09-22	Justin Trudeau	Mike	Liberal Party
10178	2015-09-22	Justin Trudeau	Ben	Liberal Party
10179	2015-09-22	Justin Trudeau	Terri	Liberal Party
10180	2015-09-22	Justin Trudeau	Ben	Liberal Party
10181	2015-09-22	Justin Trudeau	Terri Gale	Liberal Party
10182	2015-09-22	Justin Trudeau	Mike	Liberal Party
10183	2015-09-22	Justin Trudeau	Ben	Liberal Party
10184	2015-09-22	Justin Trudeau	Terri	Liberal Party
10185	2015-09-24	Katie Telford	Mike Tonight	Liberal Party
10186	2015-09-24	Katie Telford	Justin Trudeau	Liberal Party
10187	2015-09-24	Katie Telford	Harper	Liberal Party
10188	2015-09-24	Katie Telford	Justin Trudeau	Liberal Party
10189	2015-09-24	Katie Telford	Justin Trudeau	Liberal Party
10190	2015-09-24	Katie Telford	Katie Telford	Liberal Party
10191	2015-09-24	Liberal Party of Canada	MIKE	Liberal Party
10192	2015-09-24	Liberal Party of Canada	Justin Trudeau	Liberal Party
10193	2015-09-24	Justin Trudeau	Mike	Liberal Party
10194	2015-09-27	Christina Topp	Mike	Liberal Party
10195	2015-09-27	Christina Topp	Mike	Liberal Party
10196	2015-09-27	Christina Topp	Christina Topp	Liberal Party
10197	2015-09-28	Justin Trudeau	Stephen Harper	Liberal Party
10198	2015-09-28	Justin Trudeau	Thomas Mulcair	Liberal Party
10199	2015-09-28	Justin Trudeau	Harper	Liberal Party
10200	2015-09-28	Justin Trudeau	Harper	Liberal Party
10201	2015-09-28	Jeremy Broadhurst	Mike	Liberal Party
10202	2015-09-28	Jeremy Broadhurst	Justin Trudeau	Liberal Party
10203	2015-09-28	Jeremy Broadhurst	Stephen Harper's	Liberal Party
10204	2015-09-28	Jeremy Broadhurst	Justin Trudeau	Liberal Party
10205	2015-09-28	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
10206	2015-09-29	John Zerucelli, LPC National Tour Director	Justin Trudeau.	Liberal Party
10207	2015-09-29	John Zerucelli, LPC National Tour Director	Justin Trudeau	Liberal Party
10208	2015-09-29	John Zerucelli, LPC National Tour Director	John Zerucelli	Liberal Party
10209	2015-09-29	Katie Telford	Harper	Liberal Party
10210	2015-09-29	Katie Telford	Harper	Liberal Party
10211	2015-09-29	Katie Telford	Mike	Liberal Party
10212	2015-09-29	Katie Telford	Mike	Liberal Party
10213	2015-09-29	Katie Telford	Katie Telford	Liberal Party
10214	2015-09-29	LPC Breaking News	Trudeau	Liberal Party
10215	2015-09-29	LPC Breaking News	DAVID AKIN	Liberal Party
10216	2015-09-29	LPC Breaking News	Trudeau	Liberal Party
10217	2015-09-29	LPC Breaking News	Mulcair	Liberal Party
10218	2015-09-29	LPC Breaking News	Trudeau	Liberal Party
10219	2015-09-29	LPC Breaking News	ROBERT FIFE	Liberal Party
10220	2015-09-29	LPC Breaking News	Justin Trudeau	Liberal Party
10221	2015-09-29	LPC Breaking News	Mulcair	Liberal Party
10222	2015-09-29	LPC Breaking News	Stephen Harper	Liberal Party
10223	2015-09-29	LPC Breaking News	MIKE	Liberal Party
10224	2015-09-30	Justin Trudeau	Mike	Liberal Party
10225	2015-09-30	Justin Trudeau	Mike	Liberal Party
10226	2015-09-30	Justin Trudeau	Harper	Liberal Party
10227	2015-09-30	Christina Topp	Tom Mulcair	Liberal Party
10228	2015-09-30	Christina Topp	Mike	Liberal Party
10229	2015-09-30	Christina Topp	Justin Trudeau	Liberal Party
10230	2015-09-30	Christina Topp	Stephen Harper's	Liberal Party
10231	2015-09-30	Christina Topp	Mike	Liberal Party
10232	2015-09-30	Christina Topp	Christina Topp	Liberal Party
10233	2015-09-30	Sophie Grégoire-Trudeau	Mike	Liberal Party
10234	2015-09-30	Sophie Grégoire-Trudeau	Justin	Liberal Party
10235	2015-09-30	Sophie Grégoire-Trudeau	Mike	Liberal Party
10236	2015-09-30	Sophie Grégoire-Trudeau	Justin	Liberal Party
10237	2015-09-30	Sophie Grégoire-Trudeau	Justin	Liberal Party
10238	2015-09-30	Sophie Grégoire-Trudeau	Sophie Grégoire-Trudeau	Liberal Party
10239	2015-09-30	ACTNOW@liberal.ca	MIKE	Liberal Party
10240	2015-09-30	ACTNOW@liberal.ca	Mike	Liberal Party
10241	2015-09-30	LPC Alert	MIKE	Liberal Party
10242	2015-09-30	LPC Alert	Mike	Liberal Party
10243	2015-10-02	LPC Quick Poll	Justin Trudeau	Liberal Party
10244	2015-10-02	LPC Quick Poll	Mike	Liberal Party
10245	2015-10-02	LPC Quick Poll	&rarr	Liberal Party
10246	2015-10-02	LPC Quick Poll	Justin Trudeau	Liberal Party
10247	2015-10-04	Justin Trudeau	Mike	Liberal Party
10248	2015-10-04	LPC Quick Poll	Mike	Liberal Party
10249	2015-10-04	LPC Quick Poll	&rarr	Liberal Party
10250	2015-10-04	LPC Quick Poll	Justin Trudeau	Liberal Party
10251	2015-10-05	Justin Trudeau	Mike	Liberal Party
10252	2015-10-06	Katie Telford	Mike	Liberal Party
10253	2015-10-06	Katie Telford	Justin Trudeau's	Liberal Party
10254	2015-10-06	Katie Telford	Justin Trudeau	Liberal Party
10255	2015-10-06	Katie Telford	Katie Telford	Liberal Party
10256	2015-10-07	Stephen Bronfman	Justin Trudeau	Liberal Party
10257	2015-10-07	Stephen Bronfman	Mike	Liberal Party
10258	2015-10-07	Stephen Bronfman	Justin Trudeau	Liberal Party
10259	2015-10-07	Stephen Bronfman	Justin Trudeau	Liberal Party
10260	2015-10-07	Stephen Bronfman	Stephen Harper	Liberal Party
10261	2015-10-07	Stephen Bronfman	Justin Trudeau	Liberal Party
10262	2015-10-07	Stephen Bronfman	Stephen Bronfman	Liberal Party
10263	2015-10-08	Liberal Party of Canada	Justin Trudeau	Liberal Party
10264	2015-10-08	Katie Telford	Mike	Liberal Party
10265	2015-10-08	Katie Telford	Katie Telford	Liberal Party
10266	2015-10-08	Katie Telford	Mike	Liberal Party
10267	2015-10-09	Jeremy Broadhurst	Mike	Liberal Party
10268	2015-10-09	Jeremy Broadhurst	Stephen Harper	Liberal Party
10269	2015-10-09	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
10270	2015-10-09	ACTNOW@liberal.ca	Mike	Liberal Party
10271	2015-10-09	ACTNOW@liberal.ca	Justin Trudeau	Liberal Party
10272	2015-10-09	ACTNOW@liberal.ca	Mike	Liberal Party
10273	2015-10-09	Katie Telford	Mike	Liberal Party
10274	2015-10-09	Katie Telford	Justin Trudeau	Liberal Party
10275	2015-10-09	Katie Telford	Mike	Liberal Party
10276	2015-10-09	Katie Telford	Katie Telford	Liberal Party
10277	2015-10-10	LPC Breaking News	Justin Trudeau	Liberal Party
10278	2015-10-10	LPC Breaking News	Harper	Liberal Party
10279	2015-10-10	LPC Breaking News	Justin Trudeau	Liberal Party
10280	2015-10-10	LPC Breaking News	Mike	Liberal Party
10281	2015-10-10	Liberal Party of Canada	Mike	Liberal Party
10282	2015-10-11	Justin Trudeau	Mike	Liberal Party
10283	2015-10-11	Justin Trudeau	Sophie	Liberal Party
10284	2015-10-11	Justin Trudeau	Xavier	Liberal Party
10285	2015-10-11	Justin Trudeau	Ella-Grace	Liberal Party
10286	2015-10-11	Justin Trudeau	Hadrien	Liberal Party
10287	2015-10-11	Justin Trudeau	Mike	Liberal Party
10288	2015-10-12	Katie Telford	Justin Trudeau	Liberal Party
10289	2015-10-12	Katie Telford	Mike	Liberal Party
10290	2015-10-12	Katie Telford	Katie Telford	Liberal Party
10291	2015-10-13	Justin Trudeau	Mike	Liberal Party
10292	2015-10-13	Jeremy Broadhurst	Mike	Liberal Party
10293	2015-10-13	Jeremy Broadhurst	Jeremy Broadhurst	Liberal Party
10294	2015-10-13	Hilary Leftick	Mike	Liberal Party
10295	2015-10-13	Hilary Leftick	Justin Trudeau	Liberal Party
10296	2015-10-13	Hilary Leftick	Team Trudeau	Liberal Party
10297	2015-10-13	Hilary Leftick	Hilary Leftick	Liberal Party
10298	2015-10-13	Christina Topp	Mike	Liberal Party
10299	2015-10-13	Christina Topp	Justin Trudeau	Liberal Party
10300	2015-10-13	Christina Topp	Mike	Liberal Party
10301	2015-10-13	Christina Topp	Christina Topp	Liberal Party
10302	2015-10-14	Gerald Butts	Mike	Liberal Party
10303	2015-10-14	Gerald Butts	Stephen Harper	Liberal Party
10304	2015-10-14	Gerald Butts	Gerald Butts	Liberal Party
10305	2015-10-14	Gerald Butts	Justin Trudeau	Liberal Party
